ESG Corporate KPIs: Key Performance Indicators from Sustainalytics for corporate environmental, social, and governance metrics. Contains the full library of standard datafiles offered through Sustainalytics' Data Services solutions, including fields and indicators that have been discontinued but are still included in the historical dataset. In some cases, this also includes fields that are pending an upcoming release.

FieldId	FieldName	Description	FieldType	PossibleValues
331415132799	Nuclear Weapons-Category of Involvement Id-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331415142899	Nuclear Weapons-Category of Involvement Id-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331416111899	White Phosphorus-Category of Involvement Id-BMR	Category of involvement Id field for white phosphorus	String	NULL|0|WP1|WP2|WP3|WP4
331416121699	White Phosphorus-Category of Involvement Id-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331416132799	White Phosphorus-Category of Involvement Id-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331416142899	White Phosphorus-Category of Involvement Id-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331510111199	Board Gender Diversity_Percentage of Female Board Members-BMR	This metric assesses the percentage of board members that are female. 	Percentage	NULL|min. 0.00% max. 100.00%
331510121699	Board Gender Diversity_Percentage of Female Board Members-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331510132799	Board Gender Diversity_Percentage of Female Board Members-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331510142899	Board Gender Diversity_Percentage of Female Board Members-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331511111199	Board Independence_Percentage of Board Members-BMR	This metric assesses the percentage of board members that are independent.	Percentage	NULL|min. 0.00% max. 100.00%
331511121699	Board Independence_Percentage of Board Members-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331511132799	Board Independence_Percentage of Board Members-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331511142899	Board Independence_Percentage of Board Members-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610111499	Event - Civil Conflict-Answer Category-BMR	Event category on the hurricane scale	Integer	NULL|0|1|2|3|4|5
331610121699	Event - Civil Conflict-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610132799	Event - Civil Conflict-Answer Category-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610142899	Event - Civil Conflict-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610151499	Event - Civil Conflict-Answer Category Justification-BMR	Text description and analysis	String	NULL|{text}
331610161699	Event - Civil Conflict-Answer Category Justification-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610172799	Event - Civil Conflict-Answer Category Justification-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610182899	Event - Civil Conflict-Answer Category Justification-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610191499	Event - State Repression-Answer Category-BMR	Event category on the hurricane scale	Integer	NULL|0|1|2|3|4|5
331610201699	Event - State Repression-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610212799	Event - State Repression-Answer Category-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610222899	Event - State Repression-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610231499	Event - State Repression-Answer Category Justification-BMR	Text description and analysis	String	NULL|{text}
331610241699	Event - State Repression-Answer Category Justification-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610252799	Event - State Repression-Answer Category Justification-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610262899	Event - State Repression-Answer Category Justification-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610271499	Event - Transnational Conflict-Answer Category-BMR	Event category on the hurricane scale	Integer	NULL|0|1|2|3|4|5
331610281699	Event - Transnational Conflict-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610292799	Event - Transnational Conflict-Answer Category-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610302899	Event - Transnational Conflict-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610311499	Event - Transnational Conflict-Answer Category Justification-BMR	Text description and analysis	String	NULL|{text}
331610321699	Event - Transnational Conflict-Answer Category Justification-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610332799	Event - Transnational Conflict-Answer Category Justification-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610342899	Event - Transnational Conflict-Answer Category Justification-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610351499	Event - Violent Crime-Answer Category-BMR	Event category on the hurricane scale	Integer	NULL|0|1|2|3|4|5
331610361699	Event - Violent Crime-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610372799	Event - Violent Crime-Answer Category-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610382899	Event - Violent Crime-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610391499	Event - Violent Crime-Answer Category Justification-BMR	Text description and analysis	String	NULL|{text}
331610401699	Event - Violent Crime-Answer Category Justification-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610412799	Event - Violent Crime-Answer Category Justification-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610422899	Event - Violent Crime-Answer Category Justification-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610431499	Event - Labour Rights-Answer Category-BMR	Event category on the hurricane scale	Integer	NULL|0|1|2|3|4|5
331610441699	Event - Labour Rights-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610452799	Event - Labour Rights-Answer Category-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610462899	Event - Labour Rights-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610471499	Event - Labour Rights-Answer Category Justification-BMR	Text description and analysis	String	NULL|{text}
331610481699	Event - Labour Rights-Answer Category Justification-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610492799	Event - Labour Rights-Answer Category Justification-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610502899	Event - Labour Rights-Answer Category Justification-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610511499	Event - Discrimination-Answer Category-BMR	Event category on the hurricane scale	Integer	NULL|0|1|2|3|4|5
331610521699	Event - Discrimination-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610532799	Event - Discrimination-Answer Category-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610542899	Event - Discrimination-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331610551499	Event - Discrimination-Answer Category Justification-BMR	Text description and analysis	String	NULL|{text}
331610561699	Event - Discrimination-Answer Category Justification-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331610572799	Event - Discrimination-Answer Category Justification-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331610582899	Event - Discrimination-Answer Category Justification-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331611112799	Average Human Rights Performance-BMR	This metric assesses the average human rights performance score for a given country.	Numerical	NULL|min. 0.0000 max. 100.0000
331611121699	Average Human Rights Performance-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331611132799	Average Human Rights Performance-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331611142899	Average Human Rights Performance-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331612111099	Consolidated ESG Ratings-BMR	"The Overall ESG Factors Score combines ESG Performance Score, Trend Score and Events Score under the three dimensions of the Country Risk Rating: Natural and Produced Capital, Human Capital, Institutional Capital. It is provided a 0-100 score, where a higher score represent a better rating. For example, a score larger than 75 denotes a ""A"" rating; a score smaller than 30, an ""E"". For further information, please refer to the Country Risk Rating Methodology document."	Numerical	NULL|min. 0.00 max. 100.00
331612121699	Consolidated ESG Ratings-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331612132799	Consolidated ESG Ratings-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331612142899	Consolidated ESG Ratings-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331612151099	Consolidated Environmental Rating-BMR	"The ESG Factor Score for NCPC is computed aggregating the NCPC Score and the relevant Event Adjustment and Trend Adjustment according to a non-linear combination formula. The NCPC score aggregates the performance of a given country on risk factors expected to impact Natural and Produced capital; the Trend score measure the improvement in a country's performance on a given indicator relative to its 5-years average; the Event score is obtained from relevant news that is expected to have material negative implications for a country's natural and produced capital; the events are assessed in terms of Impact, Risk to Capitals and Government Response (if applicable).
It is provided a 0-100 score, where a higher score represent a better performance. For further information, please refer to the Country Risk Rating Methodology."	Numerical	NULL|min. 0.0000 max. 100.0000
331612161699	Consolidated Environmental Rating-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331612172799	Consolidated Environmental Rating-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331612182899	Consolidated Environmental Rating-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331612191099	Consolidated Social Rating-BMR	The weighted average Social rating for the index	Numerical	NULL|min. 0.0000 max. 100.0000
331612201699	Consolidated Social Rating-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331612212799	Consolidated Social Rating-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331612222899	Consolidated Social Rating-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331612231099	Consolidated Governance Rating-BMR	The weighted average governance rating of the benchmark	Numerical	NULL|min. 0.0000 max. 100.0000
331612241699	Consolidated Governance Rating-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331612252799	Consolidated Governance Rating-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331612262899	Consolidated Governance Rating-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331613112299	HR - Human Rights Conventions-Score-BMR	Score based on a country's ratification of Human Rights treaties or conventions	Integer	NULL|0|50|100
331613121699	HR - Human Rights Conventions-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331613132799	HR - Human Rights Conventions-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331613142899	HR - Human Rights Conventions-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614112299	IC - Voice and Accountability-Score-BMR	IC - Voice and Accountability z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614121699	IC - Voice and Accountability-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614132799	IC - Voice and Accountability-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614142899	IC - Voice and Accountability-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614152299	IC - Civil Liberties-Score-BMR	IC - Civil Liberties-z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614161699	IC - Civil Liberties-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614172799	IC - Civil Liberties-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614182899	IC - Civil Liberties-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614192299	IC - Level of Peace-Score-BMR	IC - Level of Peace z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614201699	IC - Level of Peace-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614212799	IC - Level of Peace-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614222899	IC - Level of Peace-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614232299	IC - Political Rights-Score-BMR	IC - Political Rights z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614241699	IC - Political Rights-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614252799	IC - Political Rights-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614262899	IC - Political Rights-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614272299	IC - Control of Corruption-Score-BMR	IC - Control of Corruption z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614281699	IC - Control of Corruption-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614292799	IC - Control of Corruption-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614302899	IC - Control of Corruption-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614312299	IC - Political Stability-Score-BMR	IC - Political Stability z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614321699	IC - Political Stability-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614332799	IC - Political Stability-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614342899	IC - Political Stability-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331614352299	IC - Rule of Law-Score-BMR	IC - Rule of Law z-score converted to 100 scale	Numerical	NULL|min. 0.00 max. 100.00
331614361699	IC - Rule of Law-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331614372799	IC - Rule of Law-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331614382899	IC - Rule of Law-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331615112799	CW - Controversial Weapons Conventions-Score-BMR	"Includes the Arms Trade Treaty and all international conventions on weapons considered to be controversial. Score description: 0 if no conventions or treaties are ratified; 50 if some conventions and/or treaties have been ratified; 100 if all conventions and treaties have been ratified. For further information, please refer to the Country Screening Methodology Document."	Integer	NULL|0|50|100
331615121699	CW - Controversial Weapons Conventions-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331615132799	CW - Controversial Weapons Conventions-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331615142899	CW - Controversial Weapons Conventions-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331616152799	EC - Environmental Conventions-Score-BMR	"Includes major environmental treaties such as the Paris Agreement and the Kyoto Protocol. Score description: 0 if no conventions or treaties are ratified; 50 if some conventions and/or treaties have been ratified; 100 if all conventions and treaties have been ratified. For further information, please refer to the Country Screening Methodology Document."	Integer	NULL|0|50|100
331616161699	EC - Environmental Conventions-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331616172799	EC - Environmental Conventions-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331616182899	EC - Environmental Conventions-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331617112299	NCPC - Natural Disasters-Score-BMR	This indicator leverages the WorldRiskIndex, as provided in the WorldRiskReport by Ruhr Universitat Bochum and IFHV, which states the disaster risk for 172 of the world�s countries. The Index considers exposure to extreme natural events such as earthquakes or cyclones, and calculates a society�s capacity to respond to such events. The data is transformed by Sustainalytics in a 0-100 scale to make it more intuitive, and then used in the Country Risk Rating. Countries receive a higher score only if they outperform their peers on the given indicator. For further information, please refer to the Country Risk Rating Methodology Document.	Numerical	NULL|min. 0.00 max. 100.00
331617121699	NCPC - Natural Disasters-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331617132799	NCPC - Natural Disasters-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331617142899	NCPC - Natural Disasters-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331618111199	Percentage of Estimated Emissions-BMR	This metric assesses the percentage of emission data that is estimated by third party sources versus the data that is reported by countries (officially published)  .	Percentage	NULL|min. 0.00% max. 100.00%
331618121699	Percentage of Estimated Emissions-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331618132799	Percentage of Estimated Emissions-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331618142899	Percentage of Estimated Emissions-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331619112799	LR - Labour Rights Conventions-Score-BMR	"Score based on a country's ratification of Human Rights treaties or conventions. 100 if all Human Rights Conventions are ""Ratified"", 0 if at least one is ""Not Signed"", 50 if at least one is ""Signed but not ratified"" and none is ""Not Signed"""	Integer	NULL|0|50|100
331619121699	LR - Labour Rights Conventions-Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331619132799	LR - Labour Rights Conventions-Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331619142899	LR - Labour Rights Conventions-Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331620112799	Income Inequality-BMR	This metric assesses the average income inequality score, by measuring the distribution of income and economic inequality among the participants in a particular economy expressed through a standardized gini coefficient. 	Numerical	NULL|min. 0.0000 max. 100.0000
331620121699	Income Inequality-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331620132799	Income Inequality-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331620142899	Income Inequality-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331622392799	Carbon Emissions Intensity-BMR	This metric assesses the carbon emissions intensity of countries expressed as the level of emissions (Kton) per unit of GDP (M�).	Numerical	NULL|min. 0.00 max. 9999999999.99
331622401699	Carbon Emissions Intensity-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331622412799	Carbon Emissions Intensity-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331622422899	Carbon Emissions Intensity-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331710112299	Environment-Risk Score-BMR	Refers to the unmanaged risk score of the Environment cluster.	Numerical	NULL|min. 0.00 max. 100.00
331710121699	Environment-Risk Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331710132799	Environment-Risk Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331710142899	Environment-Risk Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331711112299	ESG Risk Score-BMR	The company's overall score in the ESG Risk Rating. It applies the concept of risk decomposition to derive the level of unmanaged risk for a company, which is assigned to one of five risk categories. The score ranges from  and 1, with  indicating that risks have been fully managed (no unmanaged ESG risks) and 1 indicating the highest level of unmanaged risk. It is calculated as the difference between a company's overall exposure score and its overall managed risk score, or alternatively by adding the Corporate Governance unmanaged risk score to the sum of the company's issue unmanaged risk scores.	Numerical	NULL|min. 0.00 max. 100.00
331711121699	ESG Risk Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331711132799	ESG Risk Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331711142899	ESG Risk Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331712112299	Governance-Risk Score-BMR	Refers to the unmanaged risk score of the Governance cluster.	Numerical	NULL|min. 0.00 max. 100.00
331712121699	Governance-Risk Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331712132799	Governance-Risk Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331712142899	Governance-Risk Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331713112299	S.1.1 Freedom of Association Policy-Raw Score-BMR	The score that corresponds to the management indicator answer category selected by the analyst during indicator research. Raw scores range from  to 1, with  indicating the lowest level of performance, and 1 indicating the highest level of performance. Not linked to a specific material ESG issue.	Integer	NULL|min. 0 max. 100
331713121699	S.1.1 Freedom of Association Policy-Raw Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331713132799	S.1.1 Freedom of Association Policy-Raw Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331713142899	S.1.1 Freedom of Association Policy-Raw Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331713152299	S.1.2 Discrimination Policy-Raw Score-BMR	The score that corresponds to the management indicator answer category selected by the analyst during indicator research. Raw scores range from  to 1, with  indicating the lowest level of performance, and 1 indicating the highest level of performance. Not linked to a specific material ESG issue.	Integer	NULL|min. 0 max. 100
331713161699	S.1.2 Discrimination Policy-Raw Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331713172799	S.1.2 Discrimination Policy-Raw Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331713182899	S.1.2 Discrimination Policy-Raw Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331713192299	S.2.1 Scope of Social Supplier Standards-Raw Score-BMR	The score that corresponds to the management indicator answer category selected by the analyst during indicator research. Raw scores range from  to 1, with  indicating the lowest level of performance, and 1 indicating the highest level of performance. Not linked to a specific material ESG issue.	Integer	NULL|min. 0 max. 100
331713201699	S.2.1 Scope of Social Supplier Standards-Raw Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331713212799	S.2.1 Scope of Social Supplier Standards-Raw Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331713222899	S.2.1 Scope of Social Supplier Standards-Raw Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331713232299	S.2.2.2.1 Supply Chain Management-Raw Score-BMR	The score that corresponds to the management indicator answer category selected by the analyst during indicator research. Raw scores range from  to 1, with  indicating the lowest level of performance, and 1 indicating the highest level of performance. Not linked to a specific material ESG issue.	Integer	NULL|min. 0 max. 100
331713241699	S.2.2.2.1 Supply Chain Management-Raw Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331713252799	S.2.2.2.1 Supply Chain Management-Raw Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331713262899	S.2.2.2.1 Supply Chain Management-Raw Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331714112299	Social-Risk Score-BMR	Refers to the unmanaged risk score of the Social cluster.	Numerical	NULL|min. 0.00 max. 100.00
331714121699	Social-Risk Score-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331714132799	Social-Risk Score-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331714142899	Social-Risk Score-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331810112899	Global Compact Non-Compliant Principle Description-BMR	"Field indicating which principle has been breached. In case there are multiple principles breached they will occur with a "";"" separator between them."	String	NULL|{text}
331810121699	Global Compact Non-Compliant Principle Description-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331810132799	Global Compact Non-Compliant Principle Description-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331810142899	Global Compact Non-Compliant Principle Description-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331810152899	Global Compact Watchlist Principle Description-BMR	"Field indicating which principle is at risk of violation. In case there are multiple principles at risk they will occur with a "";"" separator between them."	String	NULL|{text}
331810161699	Global Compact Watchlist Principle Description-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331810172799	Global Compact Watchlist Principle Description-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331810182899	Global Compact Watchlist Principle Description-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331810192899	Overall Global Compact Compliance Status-BMR	Field indicating the overall Global Compact Compliance status.	String	NULL|Compliant|Watchlist|Non-Compliant
331810201699	Overall Global Compact Compliance Status-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331810212799	Overall Global Compact Compliance Status-BMR - Year of Reference	The year of reference for this metric. This could either be the fiscal year or the year when the datapoint was last updated	Integer	NULL|YYYY
331810222899	Overall Global Compact Compliance Status-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
